source,target,rating
1769,1566,6.0
1842,1615,5.5
1842,1487,5.5
1620,1584,5.5
1584,1620,5.5
1487,1556,5.5
1487,1842,6.0
1712,1843,7.5
1844,1843,5.5
1843,1712,7.5
1317,1201,8.0
135,1845,5.5
1281,1657,4.5
1585,1352,5.5
1753,1782,5.5
1782,1753,5.5
1386,1811,5.5
1771,13,5.5
1,823,6.5
1843,1844,7.5
1,540,5.5
1201,1846,7.0
1565,104,5.5
1487,1847,5.5
1847,1487,5.5
104,1565,6.0
1719,1847,7.5
1846,1690,7.5
1846,29,8.5
1690,1846,7.5
13,493,6.5
493,13,6.5
1656,1185,9.0
1185,1656,9.0
1584,1662,4.5
1352,1585,5.5
1810,1848,5.5
1201,25,10.0
1848,1810,6.0
1677,112,5.5
112,1677,5.5
135,905,6.0
1829,1620,5.5
1317,1829,6.5
1829,1317,6.0
1833,1752,5.5
1317,882,7.0
1317,1849,5.5
1317,1850,5.5
1850,1317,5.5
1752,1833,5.5
1845,1769,5.5
1845,135,5.5
1352,239,6.5
1487,1512,6.0
1512,1487,5.5
1317,1785,6.0
1615,1785,6.0
546,1510,5.5
1773,523,5.5
1771,1851,5.5
1851,1771,6.0
1447,1,5.5
1693,1510,5.5
1548,1765,5.5
1765,1548,5.5
1849,1317,5.5
1771,1852,5.5
1852,1771,5.5
1185,1334,5.5
1334,1185,5.5
304,1788,5.5
1788,304,5.5
1853,1771,5.5
1487,25,10.0
322,1854,5.5
1487,1855,5.5
1771,1773,5.5
1773,1771,5.5
1802,1348,5.5
1693,1487,5.5
1771,1348,5.5
1348,1771,5.5
1771,1856,5.5
1856,1771,5.5
1853,1585,5.5
905,1677,5.5
546,1222,5.5
1222,546,5.5
592,1348,5.5
1348,592,5.5
905,1853,0.0
1585,1853,0.0
1690,1853,0.0
1785,1317,5.5
1785,1615,5.5
309,1,7.5
309,905,6.5
1,1714,6.0
1677,1857,5.5
7,1858,5.5
1543,1859,6.0
1859,1543,6.0
1701,523,5.5
523,1701,5.5
1677,1245,6.0
1245,1677,6.0
1857,35,5.5
35,1857,5.5
1757,1366,5.5
1366,1757,5.5
1677,1860,5.5
1860,1677,5.5
1386,1510,2.5
1701,1744,5.5
1744,1701,5.5
905,1861,5.5
1860,523,5.5
1861,905,5.5
1677,1826,5.5
1612,1771,5.5
1771,1612,5.5
1809,395,5.5
1585,1512,6.0
309,1862,0.0
1386,1862,0.0
309,1714,5.5
26,1863,6.0
1386,1714,5.5
1487,1386,7.5
1714,309,5.5
1357,523,5.5
309,1677,4.5
1585,1546,5.5
1863,26,6.0
1546,1585,5.5
1185,1864,7.0
1864,1185,8.0
1744,13,5.5
13,1744,5.5
1771,1865,5.5
1865,1771,5.5
882,1317,5.5
882,1,7.5
523,1357,5.5
523,1867,5.5
523,1383,6.0
1585,304,6.5
1866,1771,7.5
1771,1866,7.5
1185,1868,5.5
35,1838,5.5
35,1869,5.5
1869,35,5.5
882,1860,5.5
1860,882,5.5
882,25,0.0
1686,1620,5.5
1868,1185,5.5
882,1870,5.5
882,1585,6.0
1746,1771,5.5
1744,846,5.5
1487,1811,5.5
1811,1487,5.5
846,1744,5.5
1744,1871,5.5
1771,1746,5.5
1487,1383,6.5
1317,1463,5.5
1463,1317,5.5
1819,1744,5.5
1744,1819,5.5
1771,1744,7.5
905,1873,5.5
1873,905,5.5
882,905,5.5
1771,1874,5.5
1874,1771,5.5
1352,1753,3.5
1690,1875,6.0
546,1876,5.5
546,1348,5.5
1348,546,5.5
1875,1690,6.0
1876,546,5.5
1872,1744,5.5
1744,1872,5.5
1334,1744,5.5
1744,1334,5.5
1715,1348,5.5
1348,1715,5.5
1357,546,6.5
846,1771,5.5
1872,1771,5.5
1771,1872,5.5
1771,846,5.5
1771,1871,5.5
1871,1771,5.5
1348,1317,5.5
1317,1348,5.5
1840,1482,5.5
1482,1840,5.5
905,7,6.0
7,905,6.5
415,1492,9.0
1492,415,9.0
1771,1765,6.0
1765,1771,6.0
1656,1877,5.5
1656,1386,3.5
1811,1656,5.5
1539,1615,7.5
1690,1878,7.0
1878,1690,7.5
1811,1512,5.5
1512,1811,5.5
35,1879,5.5
1,1316,7.5
1620,1686,5.5
1620,1829,5.5
1386,1620,6.5
1639,537,5.5
1873,1880,5.5
1880,1873,5.5
1873,1881,5.5
1527,546,5.5
546,1527,5.5
1881,1873,5.5
1713,1001,8.0
1880,1771,5.5
1771,1882,6.0
1882,1771,6.0
546,1880,5.5
1873,1860,5.5
1860,1873,5.5
1879,35,5.5
1318,1877,10.0
1879,1771,5.5
1771,1879,5.5
1585,1883,5.5
1883,1585,5.5
1864,523,6.0
309,25,0.0
1754,1317,5.5
1317,1754,5.5
905,1880,5.5
1880,905,5.5
1317,135,7.5
1771,1884,5.5
1884,1771,5.5
1107,1885,7.0
1885,1107,7.0
1677,1885,5.5
539,1554,5.5
1886,256,5.5
1885,1887,6.0
1556,1677,5.5
1677,1556,5.5
1887,1885,5.5
1876,523,5.5
256,523,6.0
1317,1555,5.5
1555,1317,5.5
905,1888,5.5
882,1693,5.5
882,1888,6.0
1885,1677,6.0
905,1889,5.5
1889,905,5.5
523,1864,5.5
57,1,8.5
1860,1889,5.5
1889,1860,5.5
1889,523,5.5
523,1860,5.5
523,1889,5.5
905,882,5.5
523,1891,5.5
1891,523,5.5
546,1892,5.5
1892,546,5.5
1615,1539,6.5
1888,882,6.0
1860,1888,5.5
546,523,5.5
1860,1585,5.5
1873,523,5.5
1317,13,6.5
13,1317,6.5
35,1894,5.5
35,1884,5.5
1872,1873,5.5
1873,1872,5.5
1872,546,6.0
546,1872,5.5
1894,35,5.5
1873,546,5.5
546,1873,5.5
1872,1840,6.0
1840,1872,6.0
546,1895,5.5
1895,546,6.0
1896,546,6.0
546,1896,5.5
1778,1512,5.5
1512,1778,5.5
1897,35,7.5
1896,523,7.5
1860,1778,5.5
1465,1898,6.5
1898,1465,7.0
1888,905,5.5
1566,1201,9.0
1566,1386,10.0
1487,1566,6.5
1386,1487,7.0
1317,1566,6.5
425,1566,9.0
1201,1566,9.0
1693,882,5.5
1487,905,8.0
1629,905,6.5
1317,1629,6.0
1629,1317,6.0
1755,35,5.5
1899,1900,5.5
1900,1899,5.5
1900,35,5.5
35,1900,5.5
1744,1755,6.5
1744,1901,5.5
1901,1744,5.5
13,1902,5.5
1902,13,5.5
1693,1366,5.5
1366,1693,5.5
539,1902,5.5
1902,539,5.5
1873,1744,5.5
1744,1873,5.5
1713,905,5.5
905,1713,5.5
1386,1769,7.5
1512,1744,6.5
1744,1512,6.5
1744,523,5.5
1774,523,6.5
1774,36,8.5
1686,1860,5.5
1860,1686,5.5
1873,1899,5.5
1899,1873,5.5
1,1860,5.5
1873,1892,5.5
1892,1873,5.5
1744,1044,5.5
1044,1744,5.5
523,1675,6.0
1675,523,6.0
523,1903,5.5
1903,523,5.5
1860,1,10.0
1765,523,5.5
1810,1619,5.5
1619,1810,5.5
1771,1904,5.5
1904,1771,5.5
1565,1713,6.5
1713,1565,5.5
1896,1713,5.5
1713,1896,5.5
13,425,6.0
882,178,10.0
1844,1876,7.5
1876,1844,7.5
1562,1905,5.5
1894,1900,6.0
1900,1894,6.0
1584,1906,5.5
1906,1584,5.5
905,1907,5.5
1907,905,5.5
1811,905,6.0
41,537,5.5
537,41,5.5
1348,1802,5.5
1906,1908,5.5
1908,1906,5.5
13,1909,5.5
1909,13,5.5
1888,1860,5.5
135,1806,5.5
1806,135,5.5
13,1910,6.0
1910,13,6.0
1585,1911,5.5
1396,1911,5.5
539,1911,5.5
1911,539,5.5
1529,1771,5.5
1201,1753,2.5
539,25,5.5
309,1753,0.0
13,1753,2.5
1185,1556,6.5
1556,1185,6.5
1769,1913,5.5
523,1914,6.5
1915,1281,5.5
1915,1916,5.5
1281,1915,5.5
1629,1778,6.0
1913,1769,5.5
523,1565,5.5
1565,523,6.0
905,309,5.5
905,1753,0.0
202,1620,7.0
1620,202,7.0
1487,112,6.0
1916,1915,5.5
1917,1810,5.5
1802,1357,5.5
1357,1802,5.5
1907,35,6.0
1744,1918,5.5
1918,1744,5.5
1899,1919,5.5
1919,1899,5.5
1744,1920,6.0
1920,1744,6.0
1386,1566,9.0
1894,1921,5.5
1744,1922,5.5
1922,1744,5.5
1281,35,5.5
35,1281,5.5
1922,177,5.5
177,1922,6.0
1771,1529,5.5
1713,1771,4.5
1771,1713,4.5
1525,1771,5.5
1281,1744,6.0
13,1923,5.5
1923,13,5.5
1771,1921,5.5
1860,1924,5.5
1924,1860,5.5
1771,1565,7.0
1565,342,6.0
342,1565,6.0
1921,1894,5.5
1860,1806,5.5
1806,1860,5.5
1911,1386,5.5
1693,1922,5.5
57,1921,5.5
1921,57,5.5
1585,1925,5.5
1925,1585,5.5
1769,1690,7.0
35,1926,5.5
35,1916,5.5
35,1918,5.5
1876,1927,5.5
1912,1245,5.5
35,1928,5.5
1928,35,6.0
1585,1892,5.5
1892,1585,5.5
1754,1912,5.5
1912,1754,5.5
1773,1921,5.5
1921,1773,5.5
905,1357,0.0
546,1357,2.5
1922,823,5.5
823,1922,5.5
1922,1876,5.5
1876,1922,5.5
1245,1912,5.5
1817,1773,5.5
1773,1817,5.5
1316,57,6.5
905,1693,6.0
1693,1675,5.5
1693,1539,5.5
1693,178,5.5
1693,1,5.5
1693,1677,5.5
1693,1555,5.5
1892,1929,5.5
1918,35,5.5
1929,1892,5.5
1927,1876,5.5
57,1923,5.5
1923,57,5.5
453,1931,5.5
1931,453,5.5
1,1053,6.0
1201,1352,8.0
1386,1499,6.5
1714,1386,6.5
1352,1201,8.0
1890,1744,5.5
1744,1890,6.0
1930,1810,6.0
1810,1930,6.0
1185,1932,7.5
1912,1779,5.5
1779,1912,5.5
35,1933,5.5
1860,823,5.5
823,1860,5.5
1933,35,5.5
1,1753,0.0
1677,1934,5.5
1201,1,10.0
729,1744,5.5
1744,729,5.5
1744,1935,5.5
1935,1744,5.5
1,1201,9.0
1629,1936,5.5
1936,1629,5.5
823,1937,5.5
1860,1386,5.5
1612,1744,6.5
1744,1612,6.5
1921,1744,5.5
1744,1921,5.5
1744,1940,5.5
1940,1744,5.5
1937,823,5.5
1860,363,5.5
363,1860,6.5
905,832,0.0
1677,832,0.0
905,1403,5.5
1941,1860,5.5
1281,1765,5.5
1566,1769,9.0
540,1744,5.5
1744,540,5.5
1,1366,6.5
1317,1942,5.5
1942,1317,5.5
1744,1765,6.0
1765,1744,6.0
1885,1744,6.0
1744,1885,6.0
1744,1893,5.5
1893,1744,5.5
1893,36,6.0
1860,1744,5.5
1744,1860,5.5
1744,1943,5.5
1281,1931,5.5
1931,1281,5.5
1943,1744,5.5
36,1893,6.0
1217,1281,6.0
1629,1921,5.5
1921,1629,5.5
1896,1921,6.0
1921,1896,5.5
1921,1944,5.5
1944,1921,5.5
1944,35,5.5
1744,1945,5.5
1945,1744,5.5
1,1944,6.0
1944,1,6.0
1944,1363,6.0
1,1363,8.0
1810,1811,5.5
1811,1810,5.5
1754,304,6.0
1860,1946,5.5
1946,1860,5.5
1744,1947,6.0
1947,1744,6.0
1936,1744,5.5
1744,1936,5.5
1933,1949,5.5
1949,1933,5.5
905,1788,5.5
1788,905,5.5
1933,905,5.5
905,1933,5.5
41,1885,6.0
1885,41,6.0
1317,1185,7.0
1944,1744,5.5
546,1543,6.0
905,1222,6.0
1222,905,6.5
1396,1810,5.5
1810,1396,5.5
1810,1950,5.5
1950,1810,5.5
905,1951,5.5
537,905,6.0
1769,1846,6.0
1952,1810,5.5
35,1951,5.5
1713,1933,5.5
1933,1713,5.5
1352,1713,6.0
1713,1352,6.5
1899,1713,5.5
1713,1899,5.5
1352,1363,0.0
1201,1363,9.0
1363,1352,4.5
1539,35,6.0
1245,1539,5.5
1539,1245,5.5
1792,1396,4.5
304,202,5.5
1629,1937,6.0
1562,41,6.5
1860,1837,5.5
1837,1860,5.5
1890,1953,6.0
1953,1955,5.5
1955,1953,6.5
1811,1890,5.5
1890,1811,5.5
729,1899,6.0
1899,729,5.5
1956,1899,5.5
1956,905,5.5
905,1612,5.5
1612,905,5.5
1201,149,7.0
1201,537,9.0
1675,1899,5.5
1899,1675,5.5
112,1690,5.5
112,23,6.0
1953,1896,6.0
1693,1662,4.5
1896,1953,6.5
1896,1955,5.5
1955,1896,5.5
1937,1811,5.5
1953,1945,6.0
1860,1757,5.5
1757,1860,5.5
1937,13,5.5
13,1937,5.5
35,1957,5.5
35,1958,6.0
35,1959,5.5
35,1960,5.5
1959,775,5.5
1959,35,5.5
35,1944,5.5
1912,1764,5.5
1810,1952,5.5
1922,1937,5.5
309,135,5.5
1245,1961,5.5
1961,1245,5.5
1937,1956,2.5
309,1956,0.0
1922,545,5.5
1811,1956,0.0
1811,1937,5.5
1317,1512,6.0
1512,1317,6.5
1765,546,5.5
546,1765,5.5
1890,135,5.5
1386,135,9.0
1834,35,5.5
1677,1566,6.5
935,1899,5.5
1899,935,5.5
1846,1769,6.0
1846,1962,5.5
1846,274,7.0
1810,1938,5.5
1938,1810,5.5
1860,1963,5.5
1860,1941,6.0
1896,1744,6.0
1744,1896,5.5
905,1744,5.5
1964,1744,5.5
1744,1834,5.5
1834,1744,6.0
1396,1956,2.5
905,1937,5.5
1701,1860,9.0
1860,1701,9.0
1917,1585,5.5
1860,1965,5.5
1965,1860,5.5
57,1317,5.5
1317,57,6.0
1834,1918,5.5
35,1964,5.5
1964,1810,5.5
1499,1451,7.5
1499,1386,6.5
1802,1917,5.5
1917,1802,5.5
1962,23,5.5
1962,135,5.5
135,304,5.5
304,135,5.5
1964,1917,0.0
1964,1802,5.5
1802,1964,5.5
1860,1543,6.0
1964,1966,5.5
1966,1964,5.5
1922,1967,5.5
1967,1922,5.5
729,1281,5.5
1281,729,5.5
135,1968,5.5
1968,1969,5.5
1969,1968,6.0
1968,135,5.5
135,1956,0.0
135,1937,4.5
1771,1860,9.5
184,1860,5.5
1860,184,5.5
184,1783,4.5
1771,1970,5.5
1970,1771,5.5
41,1053,7.5
1899,1922,5.5
1922,1899,5.5
905,135,5.5
1281,1396,5.5
1810,1971,5.5
1971,1810,5.5
1967,1964,5.5
1964,1967,5.5
1972,1922,6.5
1922,1972,5.5
1744,1964,5.5
35,1907,6.0
1964,1973,5.5
1281,1974,5.5
1973,1964,5.5
1974,1281,6.0
1951,35,5.5
36,1844,6.5
1714,1701,7.0
1964,1972,5.5
1972,1964,6.5
1860,1554,6.0
1947,1976,5.5
1976,1947,5.5
135,1890,5.5
1810,1400,5.5
1400,1810,5.5
905,1741,5.5
1741,905,5.5
1937,905,6.0
1565,1281,5.5
1898,35,7.5
1899,1951,5.5
1951,1899,5.5
1899,1956,0.0
1653,35,5.5
35,1977,5.5
1977,35,5.5
1977,1964,5.5
1964,1977,5.5
112,235,5.5
905,1348,6.5
1348,905,6.5
1769,1845,7.5
1977,1978,5.5
1281,1892,5.5
1892,1281,5.5
1978,1977,5.5
35,1912,6.0
1899,1886,5.5
1886,1899,5.5
1922,1653,5.5
1653,1922,5.5
1653,36,5.5
1764,1912,5.5
1912,1979,5.5
1960,35,5.5
35,1970,5.5
1979,1912,5.5
1978,35,5.5
1860,1951,5.5
1899,1943,5.5
1943,1899,5.5
1860,1981,5.5
1981,1860,5.5
1757,1810,6.0
908,687,7.5
908,1981,5.5
1348,1316,5.5
1981,908,5.5
35,1978,5.5
1982,7,5.5
35,1983,5.5
35,1653,5.5
1556,292,6.0
1960,1281,5.5
1281,1960,5.5
35,1898,6.0
1953,1984,5.5
1984,1953,5.5
1555,1860,5.5
1860,1555,5.5
1984,1735,5.5
1727,1281,5.5
1982,1951,5.5
1727,1976,5.5
1984,1317,5.5
1984,135,5.5
7,1204,5.5
1204,7,5.5
1860,1713,5.5
112,1701,5.5
26,1985,5.5
1985,26,6.0
1916,1653,5.5
1653,1916,5.5
1713,1860,5.5
1713,687,5.5
1217,1980,6.0
1964,905,5.5
1217,1539,7.0
1539,1217,7.0
1811,1802,5.5
1814,35,5.5
465,1860,5.5
1860,465,5.5
687,13,8.0
13,1986,5.5
1860,1810,5.5
72,1701,7.5
1810,1860,5.5
1701,72,7.5
1714,1201,6.5
1860,1938,6.0
1938,1860,6.5
1860,1754,5.5
1754,1860,5.5
1396,1345,5.5
1281,1987,5.5
1987,1281,5.5
1499,1832,5.5
1951,1316,5.5
546,1988,5.5
1953,1989,5.5
1951,905,5.5
1986,13,6.0
1984,1,10.0
1585,1888,5.5
1888,1585,5.5
905,1956,0.0
1752,1765,6.0
1201,1888,5.5
1888,1201,5.5
1990,13,5.5
309,1487,6.0
13,1990,6.5
1981,1771,5.5
1771,1981,5.5
1988,1991,5.5
1991,1988,5.5
1771,1988,5.5
1988,1771,5.5
1971,1771,5.5
1771,1971,5.5
1899,1992,5.5
1992,1899,5.5
1980,1217,6.0
1543,1620,7.5
35,1981,5.5
1757,1771,4.5
1964,546,5.5
546,1993,5.5
546,1964,5.5
1993,546,5.5
1993,35,5.5
1400,1840,6.0
546,1986,5.5
1840,1400,6.0
1615,1907,5.5
1840,1978,5.5
1986,546,5.5
1978,1994,5.5
1978,1840,5.5
1994,1978,5.5
1840,1995,5.5
1995,1840,10.0
13,3598,5.5
3598,13,5.5
1656,1719,6.5
1656,1811,6.0
1656,1585,6.0
1656,1318,6.0
1656,4,6.5
4,1656,6.5
4,1984,6.5
1984,4,7.5
1840,1997,5.5
1997,1840,5.5
1916,1994,5.5
1994,1916,5.5
1899,1990,6.5
1990,1899,6.5
1720,1281,5.5
1994,1998,5.5
1998,1994,5.5
1860,1999,5.5
1999,1860,5.5
1685,1839,10.0
1840,1685,6.5
1685,1840,6.5
1997,1921,6.5
1499,1677,6.0
1685,2000,7.5
1499,2001,5.5
2001,1499,5.5
2000,1685,6.5
1923,1771,6.5
1771,1923,6.5
2002,1543,5.5
1860,1977,6.0
1977,1860,6.0
309,1917,0.0
2002,428,6.0
2000,1771,6.0
1771,2000,6.0
1612,1316,5.5
1964,1555,5.5
1555,1964,5.5
1281,1720,5.5
15,1281,5.5
1281,15,5.5
1245,1778,6.0
1778,1245,6.5
1860,1245,5.5
1245,1860,5.5
1217,1974,5.5
13,1245,5.5
1245,13,5.5
1896,1771,10.0
1771,1896,10.0
1478,1769,6.0
3598,2004,5.5
2004,3598,5.5
35,2005,5.5
35,1993,5.5
2004,2002,5.5
1860,1997,5.5
1997,1860,5.5
1993,1840,6.0
1840,1993,6.0
1670,1896,6.0
1896,1670,6.0
1675,1997,5.5
1997,1675,5.5
1951,1860,5.5
13,1815,5.5
1815,13,5.5
215,1690,6.0
1690,215,5.5
2002,2004,5.5
1972,1771,6.5
1981,35,5.5
1832,1810,5.5
13,2006,6.0
2006,13,6.0
1771,1973,5.5
1973,1771,5.5
2006,1990,5.5
1990,2006,5.5
3598,2006,5.5
2006,3598,5.5
1973,35,5.5
35,1973,5.5
1615,1993,5.5
15,36,5.5
1922,1964,5.5
1964,1922,5.5
1993,1615,5.5
1771,1972,6.0
1964,35,6.0
1615,2007,5.5
1991,1937,6.0
1771,1937,6.0
1937,1771,6.0
1937,1991,6.0
1714,1334,6.0
13,1053,6.0
1053,13,5.5
2007,1615,6.0
1973,1653,5.5
1653,1973,5.5
1955,2002,4.0
1955,2008,4.0
1911,1860,6.5
1997,546,5.5
546,1997,5.5
1832,1994,5.5
1994,1832,5.5
1543,1400,6.0
1400,1543,6.0
1922,1281,6.5
1675,1482,5.5
1482,1675,5.5
1620,1386,10.0
149,1201,7.0
149,1386,7.0
149,4,8.5
149,167,7.5
149,535,7.5
149,6,8.0
15,239,7.0
1396,1482,5.5
1482,1396,5.5
1778,1860,6.5
13,1281,4.5
1656,1,9.5
1281,1948,5.5
1543,2002,3.5
1566,202,7.5
202,1566,7.5
1997,905,5.5
905,1997,5.5
1543,2010,6.0
2010,1543,5.5
1653,2011,5.5
2011,1653,6.0
1840,1986,5.5
1986,1840,6.0
1400,2012,5.5
2012,1400,5.5
1921,2013,5.5
2013,1921,5.5
13,2011,5.5
2011,13,6.0
905,1396,6.5
1997,2015,5.5
2015,1997,5.5
1620,1543,6.0
1997,1967,7.5
1639,882,5.5
1899,1890,5.5
1890,1899,5.5
35,2004,5.5
1955,1771,6.0
1771,1955,6.0
2009,1771,7.0
1771,2009,7.0
2017,1967,7.5
13,350,6.0
350,13,6.0
1967,2017,6.5
1451,1990,5.5
1990,1451,5.5
1921,2018,5.5
2018,1921,5.5
1334,2020,5.5
1921,1,5.5
1,1921,5.5
1281,2014,5.5
1281,1922,6.5
2014,1281,5.5
309,1810,5.5
1281,2021,5.5
2021,1281,5.5
1810,1917,0.0
1281,1918,6.0
1918,1281,6.0
1955,1867,5.5
1867,1955,5.5
1771,415,4.5
1771,2022,5.5
2022,1771,5.5
2022,2023,6.0
2016,2024,5.5
2024,2016,5.5
35,2025,5.5
2025,35,5.5
1615,1653,5.5
1957,2026,5.5
1976,1727,5.5
2026,1957,10.0
1615,2027,5.5
2027,1615,6.0
1584,905,6.0
905,1584,5.5
1962,1846,5.5
1936,1810,6.0
1810,1936,6.0
1,1701,7.5
2004,1771,6.0
1771,2004,6.0
35,2029,5.5
1922,1044,5.5
1044,1922,5.5
1653,1615,5.5
1653,775,6.0
905,2031,5.5
2031,905,5.5
1832,1584,5.5
2014,1487,5.5
13,2030,6.5
2030,13,6.5
1317,2032,5.5
2032,1317,5.5
1508,2033,5.5
2033,1508,5.5
1955,2034,6.0
2028,1990,6.5
1990,2028,6.5
1528,25,10.0
1778,2035,5.5
2035,1778,7.5
1890,1771,6.0
1771,1890,6.0
1,1317,7.5
2035,1771,7.5
1543,1810,5.5
1771,2035,5.5
1771,2028,6.5
1771,1653,5.5
1653,1771,5.5
1653,1217,5.5
546,2034,6.0
1508,202,5.5
202,1508,5.5
2034,546,6.0
905,2036,5.5
1771,2037,5.5
2037,1771,5.5
1701,2038,5.5
1334,2034,5.5
1714,1,6.5
2038,1701,5.5
1,1656,8.0
1565,1714,5.5
2014,13,5.5
1317,1159,6.0
1159,1317,7.5
35,2039,5.5
2029,35,5.5
1690,2040,7.5
2040,1690,9.5
2040,1386,7.5
2040,1846,6.0
2040,1331,6.0
2040,1478,6.5
1566,2040,7.5
1386,2040,8.0
215,1864,5.5
1451,1499,7.5
2014,905,5.5
1921,1997,7.0
359,2040,5.5
2040,359,5.5
1316,41,7.0
41,1317,6.0
1317,41,6.5
41,2041,5.5
2040,2042,6.0
935,1916,5.5
1916,935,5.5
1281,1727,5.5
1615,1677,5.5
1543,1811,6.0
1811,1543,5.5
2013,1217,7.5
905,1771,0.0
1690,1948,5.5
1585,905,6.0
1396,1916,5.5
1916,1396,5.5
1499,2028,5.5
2028,1499,5.5
1,1899,5.5
1899,1,5.5
7,2044,5.5
1639,304,5.5
1670,2045,5.5
2045,1670,5.5
1,2046,7.0
2046,1,5.5
1690,2047,6.0
2047,1690,7.0
13,1565,6.0
1565,13,6.0
104,2049,6.0
2049,104,6.0
104,13,7.0
13,104,6.5
13,591,6.0
591,13,6.0
304,1686,5.5
1686,304,5.5
304,2051,5.5
1521,2034,6.0
1940,1281,5.5
1521,1921,6.0
1921,1521,6.0
546,1951,5.5
1281,1940,5.5
2014,1855,10.0
1921,2052,5.5
2052,1921,5.5
57,2053,5.5
535,184,6.5
340,1690,9.0
1810,2055,5.5
2055,1810,6.0
1499,2056,7.5
184,535,7.5
1989,905,5.5
1921,2057,5.5
2057,1921,5.5
1921,2058,5.5
2014,2022,5.5
1921,2059,5.5
309,1620,6.0
309,1939,5.5
1939,2060,6.5
1939,129,6.5
1939,135,5.5
1939,1386,6.5
1386,1939,6.0
2058,1921,5.5
1453,1810,5.5
1810,1453,5.5
309,149,5.5
1810,2058,5.5
2058,1810,5.5
93,1499,5.5
1585,1656,7.5
823,1656,5.5
1316,1565,7.5
446,1,7.5
1281,1971,5.5
1971,1281,5.5
1810,2061,5.5
1508,57,5.5
57,1508,5.5
2061,1810,5.5
1765,1508,5.5
1508,1765,5.5
905,1585,6.0
1281,2062,5.5
2062,1281,5.5
1803,1899,6.0
908,1948,5.5
1921,1990,5.5
1990,1921,5.5
1921,2063,5.5
2063,1921,5.5
1810,1281,5.5
1281,1810,5.5
1543,2063,6.0
1690,2064,6.5
2063,1543,5.5
2064,1690,7.5
2064,1878,5.5
35,2065,4.5
1810,2065,4.0
2028,2066,5.5
2066,2028,6.0
2059,2028,5.5
2059,1921,5.5
1803,1281,6.5
540,41,5.5
41,540,5.5
1675,2057,6.0
2057,1675,5.5
635,2067,5.5
2067,635,5.5
2028,2059,6.0
1543,1899,5.5
1899,1543,5.5
1896,1543,6.0
1543,1896,6.0
1948,2068,5.5
446,1670,8.5
1670,446,8.5
1624,1744,5.5
1566,2054,7.5
2054,1566,7.5
2028,1566,5.5
1690,1317,7.5
1317,1690,7.0
1487,1316,6.5
446,1810,6.0
905,1,7.0
1690,2069,6.5
2069,1690,7.0
2034,1876,5.5
35,2070,5.5
1876,2034,5.5
395,1281,5.5
1281,395,5.5
1281,2071,5.5
1331,2072,7.5
2071,1281,5.5
1939,1810,5.5
1810,1939,5.5
2053,2073,6.0
35,2074,5.5
1810,2062,5.5
2062,1810,5.5
1896,1991,5.5
1991,1896,5.5
1281,2065,2.5
2073,2053,6.0
2070,35,5.5
1731,1701,5.5
1701,1731,5.5
36,2043,5.5
823,1,10.0
823,2078,10.0
13,2071,5.5
2071,13,5.5
1771,2052,6.0
2052,1771,6.0
1629,2071,5.5
1896,592,5.5
592,1896,5.5
1686,1856,5.5
1771,2079,5.5
2079,1771,5.5
1771,1044,5.5
1044,1771,5.5
1967,1771,4.5
1934,823,5.5
823,1934,5.5
823,1771,0.0
1731,1771,4.5
41,202,6.0
202,41,6.5
2046,192,5.5
2077,1810,7.5
1810,2077,6.0
1529,1840,5.5
1840,1529,5.5
1529,1281,5.5
1281,1529,5.5
1585,2016,7.0
2016,1585,7.0
1981,937,5.5
937,1981,5.5
1966,1317,4.5
1690,202,5.5
2063,1754,6.0
1754,2063,5.5
1615,2080,10.0
1810,2081,5.5
2063,1915,6.0
2081,2063,6.0
2081,446,6.0
446,2081,6.0
2080,1615,10.0
2063,2081,6.0
1810,1915,5.5
202,2028,6.0
2028,202,6.0
1508,2028,6.5
2028,1508,6.5
7,2028,6.5
2028,7,6.5
1860,1771,0.0
1896,2028,5.5
2028,1896,5.5
2081,1810,6.0
2080,2070,5.5
2080,2082,10.0
2080,25,10.0
2082,2080,10.0
1615,25,6.5
2028,57,5.5
465,2084,5.5
2084,465,5.5
7,17,8.0
2068,1624,5.5
2028,1190,5.5
1670,1967,5.5
1967,1670,5.5
2068,1948,5.5
149,446,6.0
446,149,6.0
1386,57,6.0
57,1386,5.5
425,1201,10.0
425,309,10.0
2053,57,6.5
2028,1386,5.5
4,1366,6.0
1971,1948,5.5
1899,1803,5.5
1400,2085,5.5
2085,1400,5.5
2086,2085,5.5
1281,2080,5.5
2080,1281,5.5
1639,1860,6.0
1860,2051,5.5
1844,545,5.5
239,1352,5.5
35,2087,5.5
2087,35,10.0
350,239,7.5
2085,2088,5.5
2088,2085,5.5
202,1690,6.0
1810,1920,5.5
1920,1810,5.5
1967,2090,5.5
2090,1967,5.5
202,2091,5.5
2091,202,5.5
202,1301,5.5
1689,2089,5.5
2089,1689,5.5
2089,35,6.0
1744,1624,5.5
1675,1744,6.0
1615,1566,7.5
1615,1317,5.5
1615,1366,5.5
1615,1316,6.5
1615,7,5.5
1615,192,5.5
1615,4,5.5
1615,1396,5.5
537,1615,5.5
1615,537,5.5
1615,1487,5.5
1615,425,6.5
1615,309,6.0
425,1615,6.5
425,537,7.5
1714,363,6.5
363,1714,6.5
537,309,6.0
2070,2080,5.5
1990,2067,5.5
2067,1990,5.5
1989,1953,7.5
202,2092,5.5
2092,202,5.5
